EventNum,CoaTime,COA_V,COA_X,COA_Y,COA_Z,MinTime,MaxTime,EventID
1,2009-01-21T04:00:07.151000Z,3.83284,-84.029993,-78.135474,1950.0,2009-01-21T04:00:06.556000Z,2009-01-21T04:00:07.700000Z,20090121040007151
