EventNum,CoaTime,COA_V,COA_X,COA_Y,COA_Z,MinTime,MaxTime,EventID
1,2014-06-29 18:42:10.336,1.52629453,-17.222965,64.330242,509,2014-06-29 18:42:05.336,2014-06-29 18:42:15.336,20140629184210336
