EventNum,CoaTime,COA_V,COA_X,COA_Y,COA_Z,MinTime,MaxTime,EventID
1,2009-01-21T04:00:07.137000Z,3.52981,-84.032159,-78.13413,-1850.0,2009-01-21T04:00:06.584000Z,2009-01-21T04:00:07.674000Z,20090121040007137000
