Latitude,Longitude,Elevation,Name
8.18231,39.180901,2.028,Y6.ANOL
7.93739,39.128651,2.489,Y6.ASSE
7.89624,38.928089,1.748,Y6.BESH
8.25696,39.220718,1.765,Y6.CHKA
8.21852,39.106339,1.89,Y6.GEBI
8.04166,39.194618,2.269,Y6.GOND
8.12121,39.12833,2.033,Y6.HURT
8.12581,39.226139,2.196,Y6.ITTE
8.24042,38.933029,1.692,Y6.JIRE
8.12327,38.964619,1.689,Y6.ODAS
8.04029,39.014141,1.692,Y6.OGOL
8.18142,39.058128,1.735,Y6.TULL
8.1435,39.077991,1.784,Y6.ULAR
