EventNum,CoaTime,COA_V,COA_X,COA_Y,COA_Z,MinTime,MaxTime,EventID
1.0,2014-06-29T18:42:10.208000Z,1.86942158,-17.218829,64.330242,0.0,2014-06-29T18:41:47.250000Z,2014-06-29T18:42:20.504000Z,20140629T184210208000
