Latitude,Longitude,Elevation,Name
64.32799,-17.22406,1295.1,SKR01
64.32809,-17.21779,1244.0,SKR02
64.32529,-17.22019,1231.0,SKR03
64.32468,-17.22803,1222.0,SKR04
64.3278,-17.23388,1221.0,SKR05
64.33208,-17.22983,1299.0,SKR06
64.33272,-17.218220000000002,1249.0,SKR07
64.32451999999999,-17.20658,1244.0,SKG08
64.31833,-17.22341,1204.0,SKG09
64.32223,-17.24511,1202.0,SKG10
64.33348000000001,-17.248279999999998,1239.0,SKG11
64.34092,-17.2251,1259.0,SKG12
64.332,-17.209329999999998,1248.0,SKG13
