Latitude,Longitude,Elevation,Name
-78.1454,-84.0391,307,ST01
-78.1534,-84.0178,307,ST02
-78.1613,-83.9965,307,ST03
-78.149,-83.9789,307,ST04
-78.1577,-84.0567,307,ST05
-78.1294,-83.8077,307,ST06
-78.1338,-83.8465,307,ST07
-78.1258,-83.8679,307,ST08
-78.1418,-83.8252,307,ST09
-78.1382,-83.8852,307,ST10
