EventNum,CoaTime,COA_V,COA_X,COA_Y,COA_Z,MinTime,MaxTime,EventID
1,2014-06-29T18:42:09.576000Z,1.85275,-17.214692,64.334727,-820.0,2014-06-29T18:42:03.576000Z,2014-06-29T18:42:16.236000Z,20140629184209576000
